"SNo","InstituteType","InstituteName","Branch","Class","Gender","Category","MPDomicile","OpeningRank","ClosingRank"
1901,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEIML","X","F","SC","Y",421802,435931
1902,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSBS","X","F","SC","Y",438949,438949
1903,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","F","SC","Y",427172,450619
1904,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","OP","ST","Y",333838,462460
1905,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","OP","SC","Y",350416,464419
1906,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","F","ST","Y",452340,485404
1907,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MINING","X","OP","UR","AI",436380,490631
1908,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","IT","X","OP","UR","Y",323423,494729
1909,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","IT","X","F","UR","Y",281787,496666
1910,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","EC","X","F","OBC","Y",152073,496734
1911,"University Owned","Institute of Peoples Science and Technology, Chitrakoot, Satna (1991)","IT","X","F","OBC","Y",498660,498660
1912,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","IT","X","OP","OBC","Y",225248,500851
1913,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","AUTO","X","OP","EWS","Y",195452,504405
1914,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MECH","X","F","OBC","Y",508318,508318
1915,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","F","SC","Y",265097,510214
1916,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","OP","ST","Y",321813,512608
1917,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","MECH","X","M","UR","N",515152,515152
1918,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","H","OP","OBC","Y",516568,516568
1919,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","F","OBC","Y",445766,517671
1920,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","CE","X","OP","UR","AI",332954,518291
1921,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","MECH","X","OP","SC","Y",518415,521166
1922,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","OP","OBC","Y",147126,523056
1923,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","OP","UR","Y",159494,535300
1924,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","OP","EWS","Y",306748,537470
1925,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","F","SC","Y",413045,554939
1926,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","OP","ST","Y",556947,556947
1927,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","F","UR","Y",457101,557046
1928,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","F","ST","Y",349353,562959
1929,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","H","OP","UR","Y",520459,565493
1930,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","EL","X","OP","UR","Y",567211,567211
1931,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","OP","ST","Y",259126,578049
1932,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","CE","X","OP","UR","Y",578361,578361
1933,"University Owned","Institute of Peoples Science and Technology, Chitrakoot, Satna (1991)","CERE","X","OP","UR","AI",420505,578635
1934,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","EC","X","F","SC","Y",583812,583812
1935,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","EC","X","OP","EWS","Y",240827,594755
1936,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","AG","X","OP","UR","AI",557184,604805
1937,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CHEM","X","OP","SC","Y",616067,616067
1938,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MINING","X","OP","EWS","Y",234432,631820
1939,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","AUTO","X","F","OBC","Y",415545,639438
1940,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","AUTO","X","OP","OBC","Y",305701,641717
1941,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","OP","ST","Y",644783,644783
1942,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","EC","X","OP","UR","Y",608654,644826
1943,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","IT","X","OP","ST","Y",647579,647579
1944,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","F","ST","Y",544955,650626
1945,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","AUTO","X","OP","UR","Y",336097,653121
1946,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","OP","SC","Y",306482,654462
1947,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","EC","X","F","OBC","Y",664587,664587
1948,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","F","UR","Y",140015,671403
1949,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","ECS","X","F","OBC","Y",671856,671856
1950,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","F","ST","Y",448974,674164
1951,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","MECH","X","F","ST","Y",674585,674585
1952,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","PCT","X","OP","SC","Y",676453,676453
1953,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","F","ST","Y",680855,680855
1954,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","EL","X","F","OBC","Y",685154,685154
1955,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","F","SC","Y",445089,685576
1956,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","F","SC","Y",439687,687121
1957,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","H","OP","UR","Y",688945,688945
1958,"University Owned","University Institute of Technology, Jhabua (Constituent College of RGPV)* (2015)","CSE","X","F","OBC","Y",587510,691243
1959,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","OP","OBC","Y",352914,695020
1960,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MINING","X","F","UR","Y",697470,697470
1961,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","MECH","X","OP","UR","Y",698513,698513
1962,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","OP","SC","Y",595951,698846
1963,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","F","ST","Y",703676,703676
1964,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","ELECT ELEX","X","OP","OBC","Y",455706,704721
1965,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","OP","ST","Y",597844,719398
1966,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","OP","ST","Y",608622,723423
1967,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","OP","ST","Y",725161,725161
1968,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","PCT","X","OP","EWS","Y",662189,749756
1969,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","EC","X","F","UR","Y",373890,749900
1970,"University Owned","Institute of Peoples Science and Technology, Chitrakoot, Satna (1991)","IT","X","F","UR","Y",520341,767423
1971,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","OP","SC","Y",347907,768496
1972,"University Owned","Institute of Peoples Science and Technology, Chitrakoot, Satna (1991)","FOOD","X","OP","UR","AI",469335,769742
1973,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","ELECT ELEX","X","OP","SC","Y",781999,781999
1974,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","F","SC","Y",664204,784648
1975,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MINING","X","OP","SC","Y",784789,784789
1976,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEIML","X","OP","ST","Y",788184,788184
1977,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","F","SC","Y",404444,797306
1978,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","OP","ST","Y",803755,803755
1979,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","OP","SC","Y",370989,807097
1980,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","ELECT ELEX","X","F","OBC","Y",622202,807107
1981,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","OP","ST","Y",633218,814535
1982,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","AUTO","X","OP","SC","Y",764495,827786
1983,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","AG","X","OP","OBC","Y",829865,829865
1984,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","AUTO","X","F","UR","Y",367836,830310
1985,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MINING","X","F","OBC","Y",442371,833341
1986,"University Owned","University Institute of Technology, Jhabua (Constituent College of RGPV)* (2015)","CSE","X","OP","EWS","Y",307064,843037
1987,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","EL","X","OP","EWS","Y",270294,845165
1988,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","MECH","X","OP","SC","Y",848395,848395
1989,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","OP","EWS","Y",477827,849148
1990,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","ECS","X","F","UR","Y",287643,849730
1991,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","OP","ST","Y",426253,851172
1992,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","F","ST","Y",854388,854388
1993,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","OP","SC","Y",491382,859256
1994,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","MECH","X","OP","OBC","Y",860332,860332
1995,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CHEM","X","F","OBC","Y",860983,860983
1996,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","PCT","X","F","OBC","Y",447395,861558
1997,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","OP","ST","Y",516885,863734
1998,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","F","ST","Y",631238,866311
1999,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","PCT","X","F","SC","Y",870949,870949
2000,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MECH","X","OP","SC","Y",872493,872493
2001,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","MECH","X","OP","ST","Y",644693,875794
2002,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","CE","X","F","SC","Y",875859,875859
2003,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","OP","SC","Y",314522,876896
2004,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","F","ST","Y",893773,893773
2005,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MECH","X","OP","UR","Y",757260,895760
2006,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","OP","SC","Y",319466,900615
2007,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MECH","X","F","UR","Y",397706,901302
2008,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","MECH","X","OP","EWS","Y",326596,912335
2009,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MINING","X","OP","ST","Y",481210,913213
2010,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","CE","X","OP","OBC","Y",917363,917363
2011,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","EC","X","OP","EWS","Y",936600,936600
2012,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","ECS","X","F","SC","Y",936773,936773
2013,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","OP","ST","Y",539300,937267
2014,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","ECS","X","OP","SC","Y",950480,950480
2015,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","OP","ST","Y",642857,951637
2016,"University Owned","University Institute of Technology, Jhabua (Constituent College of RGPV)* (2015)","MECH","X","OP","ST","Y",960283,960283
2017,"University Owned","Institute of Peoples Science and Technology, Chitrakoot, Satna (1991)","IT","X","OP","UR","Y",237749,960763
2018,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","F","SC","Y",333673,963608
